,train_loss
151,0.00160349940415
152,1.2602433344e-05
153,0.00222139200196
154,0.00418644631281
155,0.00716528948396
156,0.00521297007799
157,0.00940340198576
158,0.00914241652936
159,0.00556281814352
160,0.00018213763542
161,0.00109077931847
162,0.00541667500511
163,0.00917126704007
164,0.0129955653101
165,0.0181224551052
166,0.0246017370373
167,0.0250130239874
168,0.0139620844275
169,0.0106144379824
170,0.00822343211621
171,0.00479619391263
172,0.00464054336771
173,0.00335152819753
174,0.00391718652099
175,0.00322066876106
176,0.000893683289178
177,0.00110800378025
178,0.0126618919894
179,0.0331742987037
180,0.0433131270111
181,0.0355181209743
182,0.0165486820042
183,0.00755743915215
184,0.00816543679684
185,0.0102924350649
186,0.0234746448696
187,0.0357974171638
188,0.0397269055247
189,0.0315932221711
190,0.0259149186313
191,0.0143623678014
192,0.00736465584487
193,0.00347376987338
194,0.0004197586386
195,0.00856018532068
196,0.0153521476313
197,0.00942589342594
198,0.00545515445992
199,0.00491950195283
200,0.00581958051771
201,0.00583393592387
202,0.0134807601571
203,0.0225708596408
204,0.041257251054
205,0.0847881212831
206,0.134558439255
207,0.163250416517
208,0.161015346646
209,0.120806217194
210,0.0606513917446
211,0.0202200897038
212,0.00300319632515
213,0.0101553974673
214,0.0527058728039
215,0.104387380183
216,0.144365549088
217,0.172320529819
218,0.191075220704
219,0.19417975843
220,0.184145480394
221,0.164818078279
222,0.104896262288
223,0.0524519793689
224,0.0118361320347
225,0.000125614111312
226,0.0107736149803
227,0.0231336914003
228,0.063270740211
229,0.147625848651
230,0.177745386958
231,0.107613041997
232,0.0715258345008
233,0.0621076114476
234,0.0506530180573
235,0.0233769826591
236,0.0121516790241
237,0.00216064951383
238,0.00101543636993
239,0.000812037091237
240,0.00767032057047
241,0.00859263818711
242,0.00565591081977
243,0.0108651993796
244,0.0223584230989
245,0.0388999767601
246,0.0531620979309
247,0.0422338023782
248,0.0311527848244
249,0.0456657931209
250,0.0631903856993
251,0.0335424914956
252,0.0132091809064
253,0.0170644558966
254,0.0184528194368
255,0.00057242315961
256,0.00527613610029
257,0.00649534771219
258,0.0140196261927
259,0.0419326797128
260,0.0306439101696
261,0.0175261311233
262,0.0170467607677
263,0.0162468422204
264,0.0059684375301
265,0.000397161202272
266,0.000373371731257
267,0.00123870442621
268,0.00246022432111
269,0.012629294768
270,0.0455501675606
271,0.0801808834076
272,0.0422285869718
273,0.0520519129932
274,0.0850015133619
275,0.126467198133
276,0.0700070336461
277,0.0439945533872
278,0.0198975503445
279,0.00337220169604
280,0.00260864873417
281,0.0193895753473
282,0.0501126758754
283,0.098119661212
284,0.136280566454
285,0.154825538397
286,0.125873282552
287,0.0647026076913
288,0.0335429608822
289,0.00927255116403
290,0.00146691221744
291,0.0139475567266
292,0.0335889905691
293,0.0678697004914
294,0.0640089288354
295,0.0507139153779
296,0.0432195439935
297,0.0334575250745
298,0.0294281803071
299,0.0274061746895
300,0.0222748275846
301,0.00569525314495
302,0.00562972109765
303,0.000765705364756
304,0.000429204897955
305,0.000543717935216
306,0.00496919453144
307,0.0124086327851
308,0.0234021488577
309,0.0249401088804
310,0.0106361610815
311,0.0127813415602
312,0.0149834332988
313,0.00476554688066
314,0.00563123915344
315,0.00275356834754
316,0.00117429555394
317,0.0047653792426
318,0.0109547171742
319,0.0206070039421
320,0.0251171402633
321,0.0221335496753
322,0.00719486316666
323,0.00134892622009
324,0.00910215359181
325,0.0217870865017
326,0.0184174720198
327,0.0174310207367
328,0.0128231495619
329,0.00949907675385
330,0.00781078170985
331,0.0100214434788
332,0.0126034496352
333,0.0187894497067
334,0.0292724873871
335,0.040777720511
336,0.0450578443706
337,0.067971073091
338,0.0719104856253
339,0.0624052770436
340,0.0309987124056
341,0.0190381146967
342,0.00723595684394
343,0.000937917444389
344,0.00614839373156
345,0.00282079027966
346,0.00153341528494
347,0.0144696962088
348,0.005062838085
349,0.00238108960912
350,0.00243385974318
351,0.000347615306964
352,0.000782444723882
353,0.00109167525079
354,0.000158240523888
355,0.00158239190932
356,0.00845384877175
357,0.00916762463748
358,0.00911987759173
359,0.0193531420082
360,0.00281799025834
361,0.000460753159132
362,0.0094927623868
363,0.00857069995254
364,0.00761816371232
365,0.00368110695854
366,0.000814853992779
367,0.00070057954872
368,0.00960737001151
369,0.00739853223786
370,0.00216929544695
371,0.00163418520242
372,0.000233932776609
373,6.48335771984e-05
374,0.000402786856284
375,0.00048702917411
376,0.00240491470322
377,0.00448828469962
378,0.000909317168407
379,0.00531879486516
380,0.00824273563921
381,0.00518967444077
382,6.91079476383e-05
383,0.00554776052013
384,0.00425354531035
385,0.00127670052461
386,0.000343120889738
387,0.000766772252973
388,0.000418223062297
389,0.0129242483526
390,0.0211266502738
391,0.00863007735461
392,0.00123805378098
393,0.00146362441592
394,0.0148970354348
395,0.0462934374809
396,0.0899869799614
397,0.107622526586
398,0.135614588857
399,0.114433206618
400,0.0934682711959
401,0.0598541870713
402,0.0452207587659
403,0.0131092574447
404,0.0060557955876
405,0.00245496467687
406,0.000295679637929
407,0.00533979153261
408,0.0213025119156
409,0.0462589524686
410,0.059071790427
411,0.0600570812821
412,0.0581650733948
413,0.063579082489
414,0.0718601718545
415,0.0641982108355
416,0.038614127785
417,0.0206864774227
418,0.00542217260227
419,0.000237764703343
420,0.000454429624369
421,0.00107849668711
422,0.00528526585549
423,0.00929600559175
424,0.00691282004118
425,0.00884577166289
426,0.00893348269165
427,0.00489559676498
428,0.00661041308194
429,0.0033386356663
430,8.93208198249e-05
431,0.000869083683938
432,0.000769247009885
433,0.00257067452185
434,0.00332141900435
435,0.00560554582626
436,0.00730339158326
437,0.00340731767938
438,0.0018209926784
439,0.00389614142478
440,0.00239089480601
441,0.000602503772825
442,0.000152846987476
443,0.00116719445214
444,0.000913767726161
445,0.000433497509221
446,0.00274612591602
447,0.00800476409495
448,0.0154951810837
449,0.0219351351261
450,0.0184340439737
451,0.0159453935921
452,0.0109400078654
453,0.00666177785024
454,0.000996872899123
455,0.000212798739085
456,0.00392824877053
457,0.0106924567372
458,0.0165616758168
459,0.0228162761778
460,0.0160942412913
461,0.0159959383309
462,0.0104697421193
463,0.0107290614396
464,0.0422645695508
465,0.0529126599431
466,0.0404237024486
467,0.03105465509
468,0.0195671375841
469,0.017483426258
470,0.0140767861158
471,0.00182739947923
472,0.00015815673396
473,0.000111793866381
474,0.00295080826618
475,0.0150889428332
476,0.0375488437712
477,0.0722075179219
478,0.0815774723887
479,0.083354152739
480,0.053565479815
481,0.0209896601737
482,0.00981879979372
483,0.00357489218004
484,0.000102686615719
485,0.00183493085206
486,0.0152656761929
487,0.0330930165946
488,0.0319978930056
489,0.0344734489918
490,0.0319782085717
491,0.0353976562619
492,0.0428152903914
493,0.0375367850065
494,0.0293961875141
495,0.0192481633276
496,0.00767861586064
497,0.00366462627426
498,0.0033578760922
499,0.000393586611608
500,0.000985914259218
501,0.00143935275264
502,0.00168563961051
503,0.00227416306734
504,0.00420886417851
505,0.0129679050297
506,0.00842564832419
507,0.00315310945734
508,0.00514220399782
509,0.00328616355546
510,0.00456994911656
511,0.00284030893818
512,0.00194629712496
513,0.00605698302388
514,0.00100116932299
515,1.56075002451e-05
516,0.000746768433601
517,0.00374131649733
518,0.0015114316484
519,0.000409276457503
520,0.00713964924216
521,0.0134108159691
522,0.00581589201465
523,0.00922545604408
524,0.00382914277725
525,0.00367160141468
526,0.00314617296681
527,0.000430420041084
528,0.000706144084688
529,0.000908819027245
530,0.00139364297502
531,0.00110042130109
532,0.00343179935589
533,4.22581688326e-05
534,0.00111447018571
535,0.00108503270894
536,0.00101199955679
537,0.00418109912425
538,0.00412009749562
539,0.00360923213884
540,0.00190380401909
541,0.000253958249232
542,0.000322386942571
543,7.00860036886e-05
544,0.00256429938599
545,0.0125132352114
546,0.0127517683432
547,0.00580531917512
548,0.000709579908289
549,0.000738180300687
550,0.0011256103171
551,0.00349658355117
552,0.00610119383782
553,0.00293895415962
554,0.000917365774512
555,0.00454781297594
556,0.00871863029897
557,0.00335929472931
558,0.000696531846188
559,0.00232082558796
560,0.00417112512514
561,0.0115491133183
562,0.0160159096122
563,0.0071463487111
564,0.000400759687182
565,0.00153061444871
566,0.00128049845807
567,0.0137187810615
568,0.0360629074275
569,0.0585667714477
570,0.0847085863352
571,0.116723909974
572,0.124471761286
573,0.153412625194
574,0.169504195452
575,0.147425085306
576,0.102162517607
577,0.03935739398
578,0.014705857262
579,0.00432914262637
580,0.000937322736718
581,0.0156493615359
582,0.0484090223908
583,0.0882788300514
584,0.129378706217
585,0.170147806406
586,0.204769402742
587,0.225337177515
588,0.247829958797
589,0.255761325359
590,0.250830352306
591,0.232047840953
592,0.233187645674
593,0.229462176561
594,0.154913783073
595,0.0973841398954
596,0.0616103485227
597,0.0357070043683
598,0.0279416330159
599,0.0197130143642
600,0.0183003265411
601,0.0205647889525
602,0.0139254229143
603,0.00683052837849
604,0.000514846877195
605,0.000543500704225
606,0.00358597375453
607,0.0146524282172
608,0.0847629755735
609,0.114889577031
610,0.173322767019
611,0.165980190039
612,0.11976917088
613,0.138291910291
614,0.142045125365
615,0.140998885036
616,0.151846960187
617,0.131838545203
618,0.130172505975
619,0.099543184042
620,0.0636210292578
621,0.0540028326213
622,0.0375793986022
623,0.0123809194192
624,0.000673755945172
625,0.0103237144649
626,0.0355838015676
627,0.0595036931336
628,0.0963297486305
629,0.14160194993
630,0.170757904649
631,0.192590206861
632,0.217327326536
633,0.211703926325
634,0.219117328525
635,0.207155272365
636,0.210404723883
637,0.18843986094
638,0.169631406665
639,0.154967576265
640,0.156103819609
641,0.164974242449
642,0.138584882021
643,0.126295298338
644,0.107332572341
645,0.0933809131384
646,0.0525626912713
647,0.0298690255731
648,0.0274518616498
649,0.00392389437184
650,0.00682414229959
651,0.00137379614171
652,0.000391070789192
653,0.000866982038133
654,0.0212710462511
655,0.0168507639319
656,0.00620593363419
657,0.0412620715797
658,0.0378933958709
659,0.035554125905
660,0.03427375108
661,0.0365233495831
662,0.0235584359616
663,0.0390608683228
664,0.0342125408351
665,0.000512037542649
666,0.0214888937771
667,0.0172811802477
668,0.00183140486479
669,0.00211037392728
670,0.0134179517627
671,0.0409810841084
672,0.0414127744734
673,0.0330593511462
674,0.014771880582
675,0.0138052823022
676,0.0145882908255
677,0.0193019416183
678,0.0164786539972
679,0.00188877433538
680,0.00106224743649
681,0.000130200263811
682,0.00199448270723
683,0.00257937423885
684,0.010120306164
685,0.00645129522309
686,0.000338633137289
687,0.00264130113646
688,0.00258730212227
689,0.00561577174813
690,0.0106267873198
691,0.0107206730172
692,0.012399806641
693,0.0106812827289
694,0.0158137567341
695,0.0034324657172
696,0.000495886080898
697,0.00222866656259
698,0.0140355182812
699,0.0269738789648
700,0.0364835634828
701,0.0383526980877
702,0.0414454303682
703,0.0290117152035
704,0.0151518881321
705,0.0139560606331
706,0.0113206636161
707,0.00735261430964
708,0.00240659504198
709,0.000697218056303
710,0.000321179948514
711,0.000275875732768
712,0.00201147096232
713,0.0109557285905
714,0.0280487593263
715,0.05277858302
716,0.0641619041562
717,0.0918032899499
718,0.106882199645
719,0.108164027333
720,0.100457385182
721,0.0754428431392
722,0.0621954388916
723,0.0475742854178
724,0.0287836901844
725,0.0219042953104
726,0.0201757196337
727,0.00865720678121
728,0.000467664242024
729,0.00481213908643
730,0.0438246540725
731,0.102592684329
732,0.138604953885
733,0.155067071319
734,0.133520275354
735,0.0953561365604
736,0.0198992397636
737,0.000855960126501
738,0.00315899099223
739,0.0107705891132
740,0.0239707715809
741,0.0311275012791
742,0.0344267450273
743,0.0209114588797
744,0.0164954457432
745,0.00436457013711
746,0.0014787564287
747,0.0177881829441
748,0.0295594576746
749,0.0198157187551
750,0.0269290953875
751,0.0320398323238
752,0.0316442660987
753,0.0136277992278
754,0.00347803765908
755,2.49460681516e-05
756,3.81575373467e-05
757,0.00204233778641
758,0.00430744607002
759,0.00729501340538
760,0.00790182035416
761,0.0151731166989
762,0.0115439193323
763,0.00850098393857
764,0.0120064960793
765,0.0102476431057
766,0.00915083196014
767,0.0135441143066
768,0.025372762233
769,0.0414272770286
770,0.0530827045441
771,0.0615548975766
772,0.0469799339771
773,0.0370093509555
774,0.0185695383698
775,0.0174512155354
776,0.0197666659951
777,0.0244096722454
778,0.0398709103465
779,0.0336683765054
780,0.0272555593401
781,0.0264765135944
782,0.00990306027234
783,0.00112201308366
784,0.00362890097313
785,0.0102948639542
786,0.00126550043933
787,0.00211022584699
788,0.00177609617822
789,0.00753138680011
790,0.0107054812834
791,0.00887000095099
792,0.0110044060275
793,0.00762669136748
794,0.0125279398635
795,0.0103617887944
796,0.0027816244401
797,0.00541249895468
798,0.00226450944319
799,0.0129472361878
800,0.01618559286
801,0.0137163847685
802,0.00701024662703
803,0.000776875822339
804,0.0012670357246
805,0.000911608687602
806,0.00118661276065
807,0.007817029953
808,0.00213406537659
809,0.00121852848679
810,0.00840718764812
811,0.0160497929901
812,0.0283995009959
813,0.0440046191216
814,0.0609707646072
815,0.0584665127099
816,0.0528499670327
817,0.0575962439179
818,0.0377779081464
819,0.011600876227
820,0.00556372851133
821,0.00214176182635
822,0.000262308487436
823,0.0103040020913
824,0.0160283446312
825,0.0371680445969
826,0.0516745857894
827,0.0662071332335
828,0.0531141273677
829,0.0386011376977
830,0.0219818018377
831,0.00343534350395
832,0.00140938383993
833,0.00044758192962
834,0.00107964815106
835,0.00418023904786
836,0.0016937997425
837,0.00455976882949
838,0.00166927685495
839,0.000422061944846
840,0.00222152704373
841,0.00313789327629
842,0.00303283892572
843,0.000944019295275
844,0.00556800980121
845,0.0245843548328
846,0.0327936001122
847,0.0400643274188
848,0.0382892824709
849,0.0476637557149
850,0.0500401183963
851,0.0668805390596
852,0.0699327588081
853,0.0599771216512
854,0.0302823539823
855,0.0274638943374
856,0.0233338680118
857,0.0140537824482
858,0.00551354233176
859,0.00143745169044
860,0.0128202643245
861,0.0259150378406
862,0.0291105397046
863,0.0180261731148
864,0.0286266095936
865,0.0217520501465
866,0.0367015227675
867,0.0345280691981
868,0.0305690914392
869,0.0436875671148
870,0.0302639659494
871,0.018933866173
872,0.037448130548
873,0.0069671003148
874,0.00795995257795
875,0.000992096960545
876,0.000331849965733
877,0.00921220891178
878,0.0245758574456
879,0.0376684740186
880,0.0896333903074
881,0.150721877813
882,0.171881750226
883,0.163334324956
884,0.14285685122
885,0.0896747857332
886,0.0319578424096
887,0.00581582728773
888,0.00221730442718
889,0.0147024933249
890,0.0242258869112
891,0.0465798825026
892,0.0614636540413
893,0.0713679641485
894,0.0661161094904
895,0.0598508939147
896,0.0423914976418
897,0.0232378654182
898,0.0111894309521
899,0.00499683991075
900,0.00195424794219
901,0.00310738058761
902,0.00343138584867
903,0.00564817991108
904,0.0200543664396
905,0.039451058954
906,0.0625806003809
907,0.0861005708575
908,0.0941706448793
909,0.0740470588207
910,0.0522227287292
911,0.0355159826577
912,0.021915178746
913,0.0127744628116
914,0.00214689527638
915,0.00251775467768
916,0.000351156661054
917,0.00068427156657
918,0.00132302218117
919,0.000116075621918
920,0.00168813730124
921,0.00877364911139
922,0.0190281122923
923,0.0323106832802
924,0.062899492681
925,0.0656362921
926,0.0465857423842
927,0.0294353310019
928,0.0213875472546
929,0.0149640766904
930,0.0146217076108
931,0.0160994790494
932,0.0363424047828
933,0.037762504071
934,0.0301857180893
935,0.0189921855927
936,0.00426333025098
937,0.00386798987165
938,0.000773997802753
939,0.00961192604154
940,0.0369274392724
941,0.0733443498611
942,0.164700418711
943,0.157728999853
944,0.112055242062
945,0.0834991782904
946,0.0595812425017
947,0.0324362404644
948,0.0161883793771
949,0.00209087552503
950,0.00039114773972
951,0.00882277823985
952,0.020755700767
953,0.0290774665773
954,0.0378068014979
955,0.022649243474
956,0.0103722671047
957,0.00577815342695
958,0.0111743500456
959,0.00759414955974
960,0.00040709489258
961,0.000141207507113
962,7.18680530554e-05
963,0.000392230402213
964,0.0016461223131
965,0.000182115210919
966,0.000131951717776
967,0.00166302395519
968,0.0071225441061
969,0.0164920147508
970,0.0185636691749
971,0.0224074684083
972,0.0196301974356
973,0.0211731437594
974,0.00716794794425
975,0.00042626998038
976,0.00208625756204
977,0.00890877656639
978,0.0151592697948
979,0.0228126812726
980,0.0274562835693
981,0.0366302728653
982,0.026581954211
983,0.0126197040081
984,0.00986129697412
985,0.00517562357709
986,0.000842901703436
987,0.0106712160632
988,0.0241964254528
989,0.0329341180623
990,0.026712525636
991,0.0104850325733
992,0.00779556948692
993,0.00485996296629
994,0.00705219339579
995,0.0234204567969
996,0.0211096182466
997,0.010876538232
998,0.00583227770403
999,0.00135306897573
1000,0.00268137571402
1001,0.00577156478539
1002,0.0130665507168
1003,0.015330995433
1004,0.0196706391871
1005,0.0108493026346
1006,0.000828775926493
1007,0.000654693227261
1008,0.000736776448321
1009,0.00013593492622
1010,0.000666243198793
1011,0.000291225209367
1012,0.000266390328761
1013,0.000739429146051
1014,0.00116863788571
1015,0.00372643698938
1016,0.00455411989242
1017,0.00540117546916
1018,0.00374135491438
1019,0.0071665160358
1020,0.0036914111115
1021,0.00353617221117
1022,0.00244762306102
1023,0.00272437860258
1024,0.00248015183024
1025,0.00633399095386
1026,0.00889723561704
1027,0.0179531723261
1028,0.0421099178493
1029,0.0491936504841
1030,0.0552094690502
1031,0.0845664590597
1032,0.0963908061385
1033,0.0973712652922
1034,0.0725401639938
1035,0.036587048322
1036,0.0321580059826
1037,0.0205856114626
1038,0.00516189448535
1039,0.000364266627003
1040,0.010139754042
1041,0.0250071492046
1042,0.0294604413211
1043,0.038472302258
1044,0.0429640077055
1045,0.0393794961274
1046,0.0533095672727
1047,0.0532402805984
1048,0.0449612960219
1049,0.0354923307896
1050,0.0202798936516
1051,0.00787335354835
1052,0.000423316319939
1053,0.00421740207821
1054,0.0180010646582
1055,0.0352511107922
1056,0.0211503040045
1057,0.0277681555599
1058,0.0330798216164
1059,0.0207188241184
1060,0.0111820865422
1061,0.000975855742581
1062,0.00598415685818
1063,0.0246139056981
1064,0.0401861146092
1065,0.0519120693207
1066,0.0553755536675
1067,0.0578908398747
1068,0.0546258799732
1069,0.049317933619
1070,0.0492992214859
1071,0.0755585059524
1072,0.136475414038
1073,0.165901869535
1074,0.136742353439
1075,0.110276684165
1076,0.085594214499
1077,0.0855328217149
1078,0.068389698863
1079,0.0250974092633
1080,0.0218065101653
1081,0.015244031325
1082,0.00562916044146
1083,0.000862473039888
1084,0.00361077999696
1085,0.0180223844945
1086,0.0159417130053
1087,0.00901270471513
1088,0.00586557295173
1089,0.00692320335656
1090,0.000534751801752
1091,0.00449078017846
1092,0.00271846773103
1093,0.00414737593383
1094,0.0119789121673
1095,0.0235531926155
1096,0.0230705421418
1097,0.0232289433479
1098,0.0273794345558
1099,0.0432043597102
1100,0.0206853970885
1101,0.00640443200245
1102,0.00754499295726
1103,0.00384645536542
1104,0.00395028945059
1105,0.000314284989145
1106,3.20382423524e-05
1107,5.77641076234e-05
1108,5.20583344041e-05
1109,0.00211304030381
1110,0.0186903681606
1111,0.0207903683186
1112,0.0143259819597
1113,0.0126038761809
1114,0.018005721271
1115,0.0226674471051
1116,0.023822825402
1117,0.0292082987726
1118,0.0397367291152
1119,0.0456178411841
1120,0.0541105493903
1121,0.0435810089111
1122,0.0383473858237
1123,0.0189963821322
1124,0.00994592625648
1125,0.000580166350119
1126,0.00223013269715
1127,0.00882748328149
1128,0.0097670070827
1129,0.0142776910216
1130,0.0189525000751
1131,0.0152039881796
1132,0.0113510191441
1133,0.00127337104641
1134,0.00102717150003
1135,0.000206535187317
1136,0.000458318740129
1137,0.00376679981127
1138,0.00376791832969
1139,0.0112626496702
1140,0.0138731868938
1141,0.00590140558779
1142,0.00102111767046
1143,0.00782798603177
1144,0.0193674787879
1145,0.0182704925537
1146,0.019362449646
1147,0.0235488452017
1148,0.0146168023348
1149,0.0118191447109
1150,0.0237775333226
1151,0.0105495350435
1152,0.0132116507739
1153,0.0144467828795
1154,0.0214252211154
1155,0.0156210986897
1156,0.0274010095745
1157,0.0477087758482
1158,0.0548052303493
1159,0.050492785871
1160,0.0780906677246
1161,0.0845026820898
1162,0.0892483443022
1163,0.12348793447
1164,0.174708425999
1165,0.213795468211
1166,0.190159067512
1167,0.149579077959
1168,0.122816875577
1169,0.0849473625422
1170,0.0410991683602
1171,0.0191770140082
1172,0.0119527829811
1173,0.00126166804694
1174,0.000458614900708
1175,0.00875464547426
1176,0.0208379663527
1177,0.0272381938994
1178,0.0348240509629
1179,0.0414326004684
1180,0.0473763123155
1181,0.0513249635696
1182,0.0580353364348
1183,0.0543172173202
1184,0.0511096194386
1185,0.0380262248218
1186,0.0316142216325
1187,0.0215917415917
1188,0.0168679766357
1189,0.00895808078349
1190,0.00284216459841
1191,0.00114144536201
1192,0.000769416219555
1193,0.00115627679043
1194,0.0032656758558
1195,0.01147233136
1196,0.0191779993474
1197,0.0182583965361
1198,0.00856875628233
1199,0.00214185076766
1200,0.000157158385264
1201,0.000344571599271
1202,0.00116664054804
1203,0.000695948605426
1204,0.00432082545012
1205,0.0156298782676
1206,0.0271136648953
1207,0.0413998216391
1208,0.0444671399891
1209,0.0473425611854
1210,0.0459128879011
1211,0.0446673519909
1212,0.0366745181382
1213,0.036297570914
1214,0.0363557487726
1215,0.0394883006811
1216,0.0308737996966
1217,0.0241787303239
1218,0.038763910532
1219,0.0540644153953
1220,0.0429379865527
1221,0.0184613894671
1222,0.00571051286533
1223,0.00233344431035
1224,0.000589187839068
1225,6.85995764798e-05
1226,0.000515715102665
1227,0.00196555559523
1228,0.00587233016267
1229,0.00961509905756
1230,0.0225127637386
1231,0.0286027751863
1232,0.0242501981556
1233,0.00896139256656
1234,0.00104526884388
1235,0.00243883254007
1236,0.00703923031688
1237,0.0153658362105
1238,0.0170398559421
1239,0.0124412402511
1240,0.0152386855334
1241,0.0114275524393
1242,0.0038430870045
1243,0.00543187838048
1244,0.00199104845524
1245,0.000713315210305
1246,0.000116498697025
1247,6.26940527582e-05
1248,0.000655738462228
1249,0.00638023298234
1250,0.0133553277701
1251,0.0174264982343
1252,0.0320465527475
1253,0.0378769785166
1254,0.0340207144618
1255,0.0379047654569
1256,0.04041775316
1257,0.0258092731237
1258,0.0203791093081
1259,0.018202662468
1260,0.0119267962873
1261,0.00546542089432
1262,0.00263564521447
1263,0.000494212261401
1264,0.00733767449856
1265,0.00948892813176
1266,0.00555758038536
1267,0.00708616664633
1268,0.0138644184917
1269,0.0128626208752
1270,0.00560530321673
1271,0.00238546729088
1272,0.00127129710745
1273,0.0046944161877
1274,0.0169082097709
1275,0.0147944856435
1276,0.00900688953698
1277,0.00912905670702
1278,0.00651686405763
1279,0.00242314720526
1280,0.00578007195145
1281,0.0104910181835
1282,0.00970929116011
1283,0.0156199876219
1284,0.00647226488218
1285,0.000477553985547
1286,0.00137524097227
1287,0.00224950886331
1288,0.00239780684933
1289,0.00679050898179
1290,0.0163001306355
1291,0.0242203231901
1292,0.0364418439567
1293,0.0392536744475
1294,0.04071899876
1295,0.0430752374232
1296,0.0514955818653
1297,0.0676091760397
1298,0.0746080726385
1299,0.0781056284904
1300,0.0688603520393
1301,0.0630404129624
1302,0.0643758922815
1303,0.0677592605352
1304,0.0496354624629
1305,0.0542170032859
1306,0.0741167142987
1307,0.092411711812
1308,0.103751465678
1309,0.104230046272
1310,0.107973769307
1311,0.106508553028
1312,0.32746142149
1313,0.358049839735
1314,0.361579924822
1315,0.344312161207
1316,0.324349462986
1317,0.311809390783
1318,0.318185418844
1319,0.340637862682
1320,0.331419438124
1321,0.262652397156
1322,0.222046166658
1323,0.191664770246
1324,0.176257655025
1325,0.154203414917
1326,0.13119982183
1327,0.106260195374
1328,0.0670633390546
1329,0.0417307168245
1330,0.0248553473502
1331,0.0138728115708
1332,0.0070522450842
1333,0.00909254513681
1334,0.0236088577658
1335,0.0277767032385
1336,0.0100126117468
1337,0.00061183568323
1338,0.00359463808127
1339,0.00140895158984
1340,0.0013410653919
1341,0.00701964925975
1342,0.00998786650598
1343,0.00331774912775
1344,0.00704945856705
1345,0.00903368089348
1346,0.000959030352533
1347,0.00134366308339
1348,0.0103828273714
1349,0.0340008549392
1350,0.0692355781794
1351,0.0650716349483
1352,0.0528220161796
1353,0.0341124050319
1354,0.00628645718098
1355,0.0115202832967
1356,0.0466057322919
1357,0.0473060831428
1358,0.0408731773496
1359,0.0201756004244
1360,0.0144399479032
1361,0.0174051374197
1362,0.025794217363
1363,0.00967213045806
1364,0.00108372815885
1365,0.00635779183358
1366,0.402679979801
1367,0.37921911478
1368,0.325791746378
1369,0.242862507701
1370,0.169483944774
1371,0.103785797954
1372,0.043587602675
1373,0.0067619397305
1374,0.000355472846422
1375,0.00275280396454
